error,rounds
7113,0.41522
7117,0.415094
7121,0.414968
7125,0.414842
7129,0.414716
7133,0.41459
7137,0.414464
7141,0.414338
7145,0.414211
7149,0.414085
7153,0.413959
7157,0.413832
7161,0.413706
7165,0.413579
7169,0.413453
7173,0.413326
7177,0.413199
7181,0.413072
7185,0.412945
7189,0.412819
7193,0.412692
7197,0.412565
7201,0.412438
7205,0.41231
7209,0.412183
7213,0.412056
7217,0.411929
7221,0.411801
7225,0.411674
7229,0.411547
7233,0.411419
7237,0.411292
7241,0.411164
7245,0.411036
7249,0.410909
7253,0.410781
7257,0.410653
7261,0.410525
7265,0.410397
7269,0.410269
7273,0.410141
7277,0.410013
7281,0.409885
7285,0.409757
7289,0.409629
7293,0.4095
7297,0.409372
7301,0.409244
7305,0.409115
7309,0.408987
7313,0.408858
7317,0.40873
7321,0.408601
7325,0.408472
7329,0.408344
7333,0.408215
7337,0.408086
7341,0.407957
7345,0.407828
7349,0.407699
7353,0.40757
7357,0.407441
7361,0.407312
7365,0.407183
7369,0.407054
7373,0.406925
7377,0.406795
7381,0.406666
7385,0.406537
7389,0.406407
7393,0.406278
7397,0.406148
7401,0.406019
7405,0.405889
7409,0.40576
7413,0.40563
7417,0.4055
7421,0.40537
7425,0.405241
7429,0.405111
7433,0.404981
7437,0.404851
7441,0.404721
7445,0.404591
7449,0.404461
7453,0.404331
7457,0.404201
7461,0.40407
7465,0.40394
7469,0.40381
7473,0.40368
7477,0.403549
7481,0.403419
7485,0.403288
7489,0.403158
7493,0.403027
7497,0.402897
7501,0.402766
7505,0.402636
7509,0.402505
7513,0.402374
7517,0.402243
7521,0.402113
7525,0.401982
7529,0.401851
7533,0.40172
7537,0.401589
7541,0.401458
7545,0.401327
7549,0.401196
7553,0.401065
7557,0.400934
7561,0.400803
7565,0.400671
7569,0.40054
7573,0.400409
7577,0.400277
7581,0.400146
7585,0.400015
7589,0.399883
7593,0.399752
7597,0.39962
7601,0.399489
7605,0.399357
7609,0.399225
7613,0.399094
7617,0.398962
7621,0.39883
7625,0.398699
7629,0.398567
7633,0.398435
7637,0.398303
7641,0.398171
7645,0.398039
7649,0.397907
7653,0.397775
7657,0.397643
7661,0.397511
7665,0.397379
7669,0.397247
7673,0.397115
7677,0.396983
7681,0.39685
7685,0.396718
7689,0.396586
7693,0.396453
7697,0.396321
7701,0.396189
7705,0.396056
7709,0.395924
7713,0.395791
7717,0.395659
7721,0.395526
7725,0.395394
7729,0.395261
7733,0.395128
7737,0.394996
7741,0.394863
7745,0.39473
7749,0.394597
7753,0.394465
7757,0.394332
7761,0.394199
7765,0.394066
7769,0.393933
7773,0.3938
7777,0.393667
7781,0.393534
7785,0.393401
7789,0.393268
7793,0.393135
7797,0.393001
7801,0.392868
7805,0.392735
7809,0.392602
7813,0.392469
7817,0.392335
7821,0.392202
7825,0.392069
7829,0.391935
7833,0.391802
7837,0.391668
7841,0.391535
7845,0.391401
7849,0.391268
7853,0.391134
7857,0.391001
7861,0.390867
7865,0.390733
7869,0.3906
7873,0.390466
7877,0.390332
7881,0.390198
7885,0.390064
7889,0.389931
7893,0.389797
7897,0.389663
7901,0.389529
7905,0.389395
7909,0.389261
7913,0.389127
7917,0.388993
7921,0.388859
7925,0.388725
7929,0.388591
7933,0.388457
7937,0.388322
7941,0.388188
7945,0.388054
7949,0.38792
7953,0.387785
7957,0.387651
7961,0.387517
7965,0.387382
7969,0.387248
7973,0.387114
7977,0.386979
7981,0.386845
7985,0.38671
7989,0.386576
7993,0.386441
7997,0.386307
8001,0.386172
8005,0.386037
8009,0.385903
8013,0.385768
8017,0.385633
8021,0.385498
8025,0.385364
8029,0.385229
8033,0.385094
8037,0.384959
8041,0.384824
8045,0.384689
8049,0.384554
8053,0.384419
8057,0.384284
8061,0.384149
8065,0.384014
8069,0.383879
8073,0.383744
8077,0.383609
8081,0.383474
8085,0.383339
8089,0.383203
8093,0.383068
8097,0.382933
8101,0.382798
8105,0.382662
8109,0.382527
8113,0.382392
8117,0.382256
8121,0.382121
8125,0.381985
8129,0.38185
8133,0.381714
8137,0.381579
8141,0.381443
8145,0.381307
8149,0.381172
8153,0.381036
8157,0.380901
8161,0.380765
8165,0.380629
8169,0.380493
8173,0.380357
8177,0.380222
8181,0.380086
8185,0.37995
8189,0.379814
8193,0.379678
8197,0.379542
8201,0.379406
8205,0.37927
8209,0.379134
8213,0.378998
8217,0.378862
8221,0.378726
8225,0.37859
8229,0.378453
8233,0.378317
8237,0.378181
8241,0.378045
8245,0.377908
8249,0.377772
8253,0.377636
8257,0.377499
8261,0.377363
8265,0.377226
8269,0.37709
8273,0.376953
8277,0.376817
8281,0.37668
8285,0.376544
8289,0.376407
8293,0.376271
8297,0.376134
8301,0.375997
8305,0.37586
8309,0.375724
8313,0.375587
8317,0.37545
8321,0.375313
8325,0.375176
8329,0.375039
8333,0.374902
8337,0.374765
8341,0.374628
8345,0.374491
8349,0.374354
8353,0.374217
8357,0.37408
8361,0.373943
8365,0.373806
8369,0.373669
8373,0.373531
8377,0.373394
8381,0.373257
8385,0.373119
8389,0.372982
8393,0.372845
8397,0.372707
8401,0.37257
8405,0.372432
8409,0.372295
8413,0.372157
8417,0.37202
8421,0.371882
8425,0.371744
8429,0.371607
8433,0.371469
8437,0.371331
8441,0.371193
8445,0.371055
8449,0.370918
8453,0.37078
8457,0.370642
8461,0.370504
8465,0.370366
8469,0.370228
8473,0.37009
8477,0.369952
8481,0.369814
8485,0.369675
8489,0.369537
8493,0.369399
8497,0.369261
8501,0.369122
8505,0.368984
8509,0.368846
8513,0.368707
8517,0.368569
8521,0.368431
8525,0.368292
8529,0.368153
8533,0.368015
8537,0.367876
8541,0.367738
8545,0.367599
8549,0.36746
8553,0.367322
8557,0.367183
8561,0.367044
8565,0.366905
8569,0.366766
8573,0.366627
8577,0.366488
8581,0.366349
8585,0.36621
8589,0.366071
8593,0.365932
8597,0.365793
8601,0.365654
8605,0.365514
8609,0.365375
8613,0.365236
8617,0.365096
8621,0.364957
8625,0.364818
8629,0.364678
8633,0.364539
8637,0.364399
8641,0.36426
8645,0.36412
8649,0.36398
8653,0.363841
8657,0.363701
8661,0.363561
8665,0.363421
8669,0.363281
8673,0.363141
8677,0.363001
8681,0.362861
8685,0.362721
8689,0.362581
8693,0.362441
8697,0.362301
8701,0.362161
8705,0.362021
8709,0.36188
8713,0.36174
8717,0.3616
8721,0.361459
8725,0.361319
8729,0.361178
8733,0.361038
8737,0.360897
8741,0.360756
8745,0.360616
8749,0.360475
8753,0.360334
8757,0.360193
8761,0.360053
8765,0.359912
8769,0.359771
8773,0.35963
8777,0.359489
8781,0.359348
8785,0.359207
8789,0.359065
8793,0.358924
8797,0.358783
8801,0.358642
8805,0.3585
8809,0.358359
8813,0.358217
8817,0.358076
8821,0.357934
8825,0.357793
8829,0.357651
8833,0.357509
8837,0.357368
8841,0.357226
8845,0.357084
8849,0.356942
8853,0.3568
8857,0.356658
8861,0.356516
8865,0.356374
8869,0.356232
8873,0.356089
8877,0.355947
8881,0.355805
8885,0.355663
8889,0.35552
8893,0.355378
8897,0.355235
8901,0.355093
8905,0.35495
8909,0.354807
8913,0.354665
8917,0.354522
8921,0.354379
8925,0.354236
8929,0.354093
8933,0.35395
8937,0.353807
8941,0.353664
8945,0.353521
8949,0.353378
8953,0.353234
8957,0.353091
8961,0.352948
8965,0.352804
8969,0.352661
8973,0.352517
8977,0.352374
8981,0.35223
8985,0.352086
8989,0.351942
8993,0.351799
8997,0.351655
9001,0.351511
9005,0.351367
9009,0.351223
9013,0.351079
9017,0.350934
9021,0.35079
9025,0.350646
9029,0.350501
9033,0.350357
9037,0.350213
9041,0.350068
9045,0.349923
9049,0.349779
9053,0.349634
9057,0.349489
9061,0.349344
9065,0.349199
9069,0.349054
9073,0.348909
9077,0.348764
9081,0.348619
9085,0.348474
9089,0.348329
9093,0.348183
9097,0.348038
9101,0.347892
9105,0.347747
9109,0.347601
9113,0.347455
9117,0.34731
9121,0.347164
9125,0.347018
9129,0.346872
9133,0.346726
9137,0.34658
9141,0.346434
9145,0.346287
9149,0.346141
9153,0.345995
9157,0.345848
9161,0.345702
9165,0.345555
9169,0.345409
9173,0.345262
9177,0.345115
9181,0.344968
9185,0.344821
9189,0.344674
9193,0.344527
9197,0.34438
9201,0.344233
9205,0.344086
9209,0.343938
9213,0.343791
9217,0.343644
9221,0.343496
9225,0.343348
9229,0.343201
9233,0.343053
9237,0.342905
9241,0.342757
9245,0.342609
9249,0.342461
9253,0.342313
9257,0.342165
9261,0.342016
9265,0.341868
9269,0.34172
9273,0.341571
9277,0.341422
9281,0.341274
9285,0.341125
9289,0.340976
9293,0.340827
9297,0.340678
9301,0.340529
9305,0.34038
9309,0.340231
9313,0.340081
9317,0.339932
9321,0.339783
9325,0.339633
9329,0.339483
9333,0.339334
9337,0.339184
9341,0.339034
9345,0.338884
9349,0.338734
9353,0.338584
9357,0.338434
9361,0.338284
9365,0.338133
9369,0.337983
9373,0.337832
9377,0.337682
9381,0.337531
9385,0.33738
9389,0.337229
9393,0.337078
9397,0.336927
9401,0.336776
9405,0.336625
9409,0.336474
9413,0.336322
9417,0.336171
9421,0.336019
9425,0.335868
9429,0.335716
9433,0.335564
9437,0.335412
9441,0.33526
9445,0.335108
9449,0.334956
9453,0.334804
9457,0.334651
9461,0.334499
9465,0.334346
9469,0.334194
9473,0.334041
9477,0.333888
9481,0.333735
9485,0.333582
9489,0.333429
9493,0.333276
9497,0.333123
9501,0.332969
9505,0.332816
9509,0.332662
9513,0.332509
9517,0.332355
9521,0.332201
9525,0.332047
9529,0.331893
9533,0.331739
9537,0.331585
9541,0.331431
9545,0.331276
9549,0.331122
9553,0.330967
9557,0.330813
9561,0.330658
9565,0.330503
9569,0.330348
9573,0.330193
9577,0.330038
9581,0.329882
9585,0.329727
9589,0.329572
9593,0.329416
9597,0.32926
9601,0.329105
9605,0.328949
9609,0.328793
9613,0.328637
9617,0.32848
9621,0.328324
9625,0.328168
9629,0.328011
9633,0.327855
9637,0.327698
9641,0.327541
9645,0.327384
9649,0.327227
9653,0.32707
9657,0.326913
9661,0.326756
9665,0.326598
9669,0.326441
9673,0.326283
9677,0.326126
9681,0.325968
9685,0.32581
9689,0.325652
9693,0.325494
9697,0.325335
9701,0.325177
9705,0.325018
9709,0.32486
9713,0.324701
9717,0.324542
9721,0.324383
9725,0.324224
9729,0.324065
9733,0.323906
9737,0.323747
9741,0.323587
9745,0.323428
9749,0.323268
9753,0.323108
9757,0.322948
9761,0.322788
9765,0.322628
9769,0.322468
9773,0.322308
9777,0.322147
9781,0.321987
9785,0.321826
9789,0.321665
9793,0.321504
9797,0.321343
9801,0.321182
9805,0.321021
9809,0.320859
9813,0.320698
9817,0.320536
9821,0.320375
9825,0.320213
9829,0.320051
9833,0.319889
9837,0.319727
9841,0.319564
9845,0.319402
9849,0.319239
9853,0.319077
9857,0.318914
9861,0.318751
9865,0.318588
9869,0.318425
9873,0.318262
9877,0.318098
9881,0.317935
9885,0.317771
9889,0.317607
9893,0.317444
9897,0.31728
9901,0.317115
9905,0.316951
9909,0.316787
9913,0.316622
9917,0.316458
9921,0.316293
9925,0.316128
9929,0.315963
9933,0.315798
9937,0.315633
9941,0.315468
9945,0.315302
9949,0.315137
9953,0.314971
9957,0.314805
9961,0.314639
9965,0.314473
9969,0.314307
9973,0.314141
9977,0.313974
9981,0.313808
9985,0.313641
9989,0.313474
9993,0.313307
9997,0.31314
10001,0.312973
10005,0.312806
10009,0.312638
10013,0.312471
10017,0.312303
10021,0.312135
10025,0.311967
10029,0.311799
10033,0.311631
10037,0.311462
10041,0.311294
10045,0.311125
10049,0.310957
10053,0.310788
10057,0.310619
10061,0.310449
10065,0.31028
10069,0.310111
10073,0.309941
10077,0.309772
10081,0.309602
10085,0.309432
10089,0.309262
10093,0.309092
10097,0.308921
10101,0.308751
10105,0.30858
10109,0.308409
10113,0.308239
10117,0.308068
10121,0.307896
10125,0.307725
10129,0.307554
10133,0.307382
10137,0.30721
10141,0.307039
10145,0.306867
10149,0.306695
10153,0.306522
10157,0.30635
10161,0.306178
10165,0.306005
10169,0.305832
10173,0.305659
10177,0.305486
10181,0.305313
10185,0.30514
10189,0.304966
10193,0.304793
10197,0.304619
10201,0.304445
10205,0.304271
10209,0.304097
10213,0.303923
10217,0.303748
10221,0.303574
10225,0.303399
10229,0.303224
10233,0.303049
10237,0.302874
10241,0.302699
10245,0.302523
10249,0.302348
10253,0.302172
10257,0.301996
10261,0.30182
10265,0.301644
10269,0.301468
10273,0.301291
10277,0.301115
10281,0.300938
10285,0.300761
10289,0.300584
10293,0.300407
10297,0.30023
10301,0.300053
10305,0.299875
10309,0.299697
10313,0.29952
10317,0.299342
10321,0.299164
10325,0.298985
10329,0.298807
10333,0.298628
10337,0.29845
10341,0.298271
10345,0.298092
10349,0.297913
10353,0.297734
10357,0.297554
10361,0.297375
10365,0.297195
10369,0.297015
10373,0.296835
10377,0.296655
10381,0.296475
10385,0.296294
10389,0.296114
10393,0.295933
10397,0.295752
10401,0.295571
10405,0.29539
10409,0.295209
10413,0.295027
10417,0.294846
10421,0.294664
10425,0.294482
10429,0.2943
10433,0.294118
10437,0.293935
10441,0.293753
10445,0.29357
10449,0.293388
10453,0.293205
10457,0.293022
10461,0.292838
10465,0.292655
10469,0.292471
10473,0.292288
10477,0.292104
10481,0.29192
10485,0.291736
10489,0.291552
10493,0.291367
10497,0.291183
10501,0.290998
10505,0.290813
10509,0.290628
10513,0.290443
10517,0.290258
10521,0.290072
10525,0.289887
10529,0.289701
10533,0.289515
10537,0.289329
10541,0.289143
10545,0.288957
10549,0.28877
10553,0.288584
10557,0.288397
10561,0.28821
10565,0.288023
10569,0.287836
10573,0.287648
10577,0.287461
10581,0.287273
10585,0.287085
10589,0.286897
10593,0.286709
10597,0.286521
10601,0.286332
10605,0.286144
10609,0.285955
10613,0.285766
10617,0.285577
10621,0.285388
10625,0.285199
10629,0.285009
10633,0.28482
10637,0.28463
10641,0.28444
10645,0.28425
10649,0.28406
10653,0.283869
10657,0.283679
10661,0.283488
10665,0.283298
10669,0.283107
10673,0.282915
10677,0.282724
10681,0.282533
10685,0.282341
10689,0.28215
10693,0.281958
10697,0.281766
10701,0.281574
10705,0.281381
10709,0.281189
10713,0.280996
10717,0.280804
10721,0.280611
10725,0.280418
10729,0.280224
10733,0.280031
10737,0.279838
10741,0.279644
10745,0.27945
10749,0.279256
10753,0.279062
10757,0.278868
10761,0.278674
10765,0.278479
10769,0.278284
10773,0.27809
10777,0.277895
10781,0.277699
10785,0.277504
10789,0.277309
10793,0.277113
10797,0.276918
10801,0.276722
10805,0.276526
10809,0.27633
10813,0.276133
10817,0.275937
10821,0.27574
10825,0.275544
10829,0.275347
10833,0.27515
10837,0.274952
10841,0.274755
10845,0.274558
10849,0.27436
10853,0.274162
10857,0.273964
10861,0.273766
10865,0.273568
10869,0.27337
10873,0.273171
10877,0.272973
10881,0.272774
10885,0.272575
10889,0.272376
10893,0.272177
10897,0.271978
10901,0.271778
10905,0.271578
10909,0.271379
10913,0.271179
10917,0.270979
10921,0.270778
10925,0.270578
10929,0.270378
10933,0.270177
10937,0.269976
10941,0.269775
10945,0.269574
10949,0.269373
10953,0.269172
10957,0.26897
10961,0.268769
10965,0.268567
10969,0.268365
10973,0.268163
10977,0.267961
10981,0.267758
10985,0.267556
10989,0.267353
10993,0.267151
10997,0.266948
11001,0.266745
11005,0.266542
11009,0.266338
11013,0.266135
11017,0.265931
11021,0.265728
11025,0.265524
11029,0.26532
11033,0.265116
11037,0.264911
11041,0.264707
11045,0.264503
11049,0.264298
11053,0.264093
11057,0.263888
11061,0.263683
11065,0.263478
11069,0.263273
11073,0.263067
11077,0.262862
11081,0.262656
11085,0.26245
11089,0.262244
11093,0.262038
11097,0.261832
11101,0.261625
11105,0.261419
11109,0.261212
11113,0.261005
11117,0.260798
11121,0.260591
11125,0.260384
11129,0.260177
11133,0.259969
11137,0.259762
11141,0.259554
11145,0.259346
11149,0.259138
11153,0.25893
11157,0.258722
11161,0.258514
11165,0.258305
11169,0.258097
11173,0.257888
11177,0.257679
11181,0.25747
11185,0.257261
11189,0.257052
11193,0.256843
11197,0.256633
11201,0.256424
11205,0.256214
11209,0.256004
11213,0.255794
11217,0.255584
11221,0.255374
11225,0.255163
11229,0.254953
11233,0.254743
11237,0.254532
11241,0.254321
11245,0.25411
11249,0.253899
11253,0.253688
11257,0.253477
11261,0.253265
11265,0.253054
11269,0.252842
11273,0.25263
11277,0.252419
11281,0.252207
11285,0.251995
11289,0.251782
11293,0.25157
11297,0.251358
11301,0.251145
11305,0.250933
11309,0.25072
11313,0.250507
11317,0.250294
11321,0.250081
11325,0.249868
11329,0.249654
11333,0.249441
11337,0.249227
11341,0.249014
11345,0.2488
11349,0.248586
11353,0.248372
11357,0.248158
11361,0.247944
11365,0.24773
11369,0.247515
11373,0.247301
11377,0.247086
11381,0.246872
11385,0.246657
11389,0.246442
11393,0.246227
11397,0.246012
11401,0.245797
11405,0.245581
11409,0.245366
11413,0.24515
11417,0.244935
11421,0.244719
11425,0.244503
11429,0.244287
11433,0.244071
11437,0.243855
11441,0.243639
11445,0.243423
11449,0.243207
11453,0.24299
11457,0.242774
11461,0.242557
11465,0.24234
11469,0.242123
11473,0.241906
11477,0.241689
11481,0.241472
11485,0.241255
11489,0.241038
11493,0.24082
11497,0.240603
11501,0.240385
11505,0.240168
11509,0.23995
11513,0.239732
11517,0.239514
11521,0.239296
11525,0.239078
11529,0.23886
11533,0.238642
11537,0.238424
11541,0.238205
11545,0.237987
11549,0.237768
11553,0.23755
11557,0.237331
11561,0.237112
11565,0.236893
11569,0.236674
11573,0.236455
11577,0.236236
11581,0.236017
11585,0.235798
11589,0.235578
11593,0.235359
11597,0.235139
11601,0.23492
11605,0.2347
11609,0.234481
11613,0.234261
11617,0.234041
11621,0.233821
11625,0.233601
11629,0.233381
11633,0.233161
11637,0.232941
11641,0.232721
11645,0.2325
11649,0.23228
11653,0.232059
11657,0.231839
11661,0.231618
11665,0.231398
11669,0.231177
11673,0.230956
11677,0.230736
11681,0.230515
11685,0.230294
11689,0.230073
11693,0.229852
11697,0.229631
11701,0.22941
11705,0.229188
11709,0.228967
11713,0.228746
11717,0.228524
11721,0.228303
11725,0.228082
11729,0.22786
11733,0.227638
11737,0.227417
11741,0.227195
11745,0.226973
11749,0.226752
11753,0.22653
11757,0.226308
11761,0.226086
11765,0.225864
11769,0.225642
11773,0.22542
11777,0.225198
11781,0.224976
11785,0.224754
11789,0.224531
11793,0.224309
11797,0.224087
11801,0.223865
11805,0.223642
11809,0.22342
11813,0.223197
11817,0.222975
11821,0.222752
11825,0.22253
11829,0.222307
11833,0.222085
11837,0.221862
11841,0.221639
11845,0.221417
11849,0.221194
11853,0.220971
11857,0.220748
11861,0.220526
11865,0.220303
11869,0.22008
11873,0.219857
11877,0.219634
11881,0.219411
11885,0.219188
11889,0.218965
11893,0.218742
11897,0.218519
11901,0.218296
11905,0.218073
11909,0.21785
11913,0.217627
11917,0.217403
11921,0.21718
11925,0.216957
11929,0.216734
11933,0.216511
11937,0.216288
11941,0.216064
11945,0.215841
11949,0.215618
11953,0.215395
11957,0.215171
11961,0.214948
11965,0.214725
11969,0.214501
11973,0.214278
11977,0.214055
11981,0.213832
11985,0.213608
11989,0.213385
11993,0.213162
11997,0.212938
12001,0.212715
12005,0.212492
12009,0.212268
12013,0.212045
12017,0.211822
12021,0.211598
12025,0.211375
12029,0.211152
12033,0.210928
12037,0.210705
12041,0.210482
12045,0.210259
12049,0.210035
12053,0.209812
12057,0.209589
12061,0.209365
12065,0.209142
12069,0.208919
12073,0.208696
12077,0.208473
12081,0.208249
12085,0.208026
12089,0.207803
12093,0.20758
12097,0.207357
12101,0.207134
12105,0.20691
12109,0.206687
12113,0.206464
12117,0.206241
12121,0.206018
12125,0.205795
12129,0.205572
12133,0.205349
12137,0.205127
12141,0.204904
12145,0.204681
12149,0.204458
12153,0.204235
12157,0.204012
12161,0.20379
12165,0.203567
12169,0.203344
12173,0.203122
12177,0.202899
12181,0.202676
12185,0.202454
12189,0.202231
12193,0.202009
12197,0.201786
12201,0.201564
12205,0.201342
12209,0.201119
12213,0.200897
12217,0.200675
12221,0.200452
12225,0.20023
12229,0.200008
12233,0.199786
12237,0.199564
12241,0.199342
12245,0.19912
12249,0.198898
12253,0.198676
12257,0.198455
12261,0.198233
12265,0.198011
12269,0.197789
12273,0.197568
12277,0.197346
12281,0.197125
12285,0.196903
12289,0.196682
12293,0.196461
12297,0.196239
12301,0.196018
12305,0.195797
12309,0.195576
12313,0.195355
12317,0.195134
12321,0.194913
12325,0.194692
12329,0.194471
12333,0.19425
12337,0.19403
12341,0.193809
12345,0.193589
12349,0.193368
12353,0.193148
12357,0.192927
12361,0.192707
12365,0.192487
12369,0.192267
12373,0.192047
12377,0.191827
12381,0.191607
12385,0.191387
12389,0.191167
12393,0.190947
12397,0.190728
12401,0.190508
12405,0.190289
12409,0.190069
12413,0.18985
12417,0.189631
12421,0.189412
12425,0.189192
12429,0.188973
12433,0.188755
12437,0.188536
12441,0.188317
12445,0.188098
12449,0.18788
12453,0.187661
12457,0.187443
12461,0.187224
12465,0.187006
12469,0.186788
12473,0.18657
12477,0.186352
12481,0.186134
12485,0.185916
12489,0.185699
12493,0.185481
12497,0.185264
12501,0.185046
12505,0.184829
12509,0.184612
12513,0.184394
12517,0.184177
12521,0.18396
12525,0.183744
12529,0.183527
12533,0.18331
12537,0.183094
12541,0.182877
12545,0.182661
12549,0.182445
12553,0.182229
12557,0.182012
12561,0.181797
12565,0.181581
12569,0.181365
12573,0.181149
12577,0.180934
12581,0.180719
12585,0.180503
12589,0.180288
12593,0.180073
12597,0.179858
12601,0.179643
12605,0.179429
12609,0.179214
12613,0.178999
12617,0.178785
12621,0.178571
12625,0.178357
12629,0.178143
12633,0.177929
12637,0.177715
12641,0.177501
12645,0.177288
12649,0.177074
12653,0.176861
12657,0.176648
12661,0.176434
12665,0.176222
12669,0.176009
12673,0.175796
12677,0.175583
12681,0.175371
12685,0.175159
12689,0.174946
12693,0.174734
12697,0.174522
12701,0.17431
12705,0.174099
12709,0.173887
12713,0.173676
12717,0.173464
12721,0.173253
12725,0.173042
12729,0.172831
12733,0.17262
12737,0.17241
12741,0.172199
12745,0.171989
12749,0.171779
12753,0.171569
12757,0.171359
12761,0.171149
12765,0.170939
12769,0.170729
12773,0.17052
12777,0.170311
12781,0.170102
12785,0.169893
12789,0.169684
12793,0.169475
12797,0.169266
12801,0.169058
12805,0.16885
12809,0.168642
12813,0.168434
12817,0.168226
12821,0.168018
12825,0.16781
12829,0.167603
12833,0.167396
12837,0.167189
12841,0.166982
12845,0.166775
12849,0.166568
12853,0.166362
12857,0.166155
12861,0.165949
12865,0.165743
12869,0.165537
12873,0.165331
12877,0.165126
12881,0.16492
12885,0.164715
12889,0.16451
12893,0.164305
12897,0.1641
12901,0.163895
12905,0.163691
12909,0.163486
12913,0.163282
12917,0.163078
12921,0.162874
12925,0.162671
12929,0.162467
12933,0.162264
12937,0.16206
12941,0.161857
12945,0.161654
12949,0.161452
12953,0.161249
12957,0.161047
12961,0.160844
12965,0.160642
12969,0.16044
12973,0.160239
12977,0.160037
12981,0.159836
12985,0.159634
12989,0.159433
12993,0.159232
12997,0.159032
13001,0.158831
13005,0.158631
13009,0.15843
13013,0.15823
13017,0.15803
13021,0.157831
13025,0.157631
13029,0.157432
13033,0.157232
13037,0.157033
13041,0.156834
13045,0.156636
13049,0.156437
13053,0.156239
13057,0.156041
13061,0.155843
13065,0.155645
13069,0.155447
13073,0.15525
13077,0.155053
13081,0.154855
13085,0.154658
13089,0.154462
13093,0.154265
13097,0.154069
13101,0.153873
13105,0.153677
13109,0.153481
13113,0.153285
13117,0.153089
13121,0.152894
13125,0.152699
13129,0.152504
13133,0.152309
13137,0.152115
13141,0.15192
13145,0.151726
13149,0.151532
13153,0.151338
13157,0.151145
13161,0.150951
13165,0.150758
13169,0.150565
13173,0.150372
13177,0.150179
13181,0.149987
13185,0.149794
13189,0.149602
13193,0.14941
13197,0.149218
13201,0.149027
13205,0.148835
13209,0.148644
13213,0.148453
13217,0.148262
13221,0.148072
13225,0.147881
13229,0.147691
13233,0.147501
13237,0.147311
13241,0.147121
13245,0.146932
13249,0.146743
13253,0.146554
13257,0.146365
13261,0.146176
13265,0.145987
13269,0.145799
13273,0.145611
13277,0.145423
13281,0.145235
13285,0.145048
13289,0.14486
13293,0.144673
13297,0.144486
13301,0.144299
13305,0.144113
13309,0.143927
13313,0.14374
13317,0.143554
13321,0.143369
13325,0.143183
13329,0.142998
13333,0.142813
13337,0.142628
13341,0.142443
13345,0.142258
13349,0.142074
13353,0.14189
13357,0.141706
13361,0.141522
13365,0.141338
13369,0.141155
13373,0.140972
13377,0.140789
13381,0.140606
13385,0.140423
13389,0.140241
13393,0.140059
13397,0.139877
13401,0.139695
13405,0.139514
13409,0.139332
13413,0.139151
13417,0.13897
13421,0.13879
13425,0.138609
13429,0.138429
13433,0.138249
13437,0.138069
13441,0.137889
13445,0.137709
13449,0.13753
13453,0.137351
13457,0.137172
13461,0.136993
13465,0.136815
13469,0.136637
13473,0.136459
13477,0.136281
13481,0.136103
13485,0.135926
13489,0.135748
13493,0.135571
13497,0.135394
13501,0.135218
13505,0.135041
13509,0.134865
13513,0.134689
13517,0.134513
13521,0.134338
13525,0.134163
13529,0.133987
13533,0.133812
13537,0.133638
13541,0.133463
13545,0.133289
13549,0.133115
13553,0.132941
13557,0.132767
13561,0.132594
13565,0.13242
13569,0.132247
13573,0.132074
13577,0.131902
13581,0.131729
13585,0.131557
13589,0.131385
13593,0.131213
13597,0.131042
13601,0.13087
13605,0.130699
13609,0.130528
13613,0.130357
13617,0.130187
13621,0.130016
13625,0.129846
13629,0.129676
13633,0.129507
13637,0.129337
13641,0.129168
13645,0.128999
13649,0.12883
13653,0.128661
13657,0.128493
13661,0.128325
13665,0.128157
13669,0.127989
13673,0.127821
13677,0.127654
13681,0.127487
13685,0.12732
13689,0.127153
13693,0.126987
13697,0.12682
13701,0.126654
13705,0.126488
13709,0.126323
13713,0.126157
13717,0.125992
13721,0.125827
13725,0.125662
13729,0.125497
13733,0.125333
13737,0.125169
13741,0.125005
13745,0.124841
13749,0.124678
13753,0.124514
13757,0.124351
13761,0.124188
13765,0.124026
13769,0.123863
13773,0.123701
13777,0.123539
13781,0.123377
13785,0.123215
13789,0.123054
13793,0.122893
13797,0.122732
13801,0.122571
13805,0.12241
13809,0.12225
13813,0.12209
13817,0.12193
13821,0.12177
13825,0.121611
13829,0.121451
13833,0.121292
13837,0.121133
13841,0.120975
13845,0.120816
13849,0.120658
13853,0.1205
13857,0.120342
13861,0.120185
13865,0.120027
13869,0.11987
13873,0.119713
13877,0.119557
13881,0.1194
13885,0.119244
13889,0.119088
13893,0.118932
13897,0.118776
13901,0.118621
13905,0.118465
13909,0.11831
13913,0.118156
13917,0.118001
13921,0.117847
13925,0.117692
13929,0.117538
13933,0.117385
13937,0.117231
13941,0.117078
13945,0.116925
13949,0.116772
13953,0.116619
13957,0.116467
13961,0.116314
13965,0.116162
13969,0.11601
13973,0.115859
13977,0.115707
13981,0.115556
13985,0.115405
13989,0.115254
13993,0.115104
13997,0.114953
14001,0.114803
14005,0.114653
14009,0.114504
14013,0.114354
14017,0.114205
14021,0.114056
14025,0.113907
14029,0.113758
14033,0.11361
14037,0.113461
14041,0.113313
14045,0.113165
14049,0.113018
14053,0.11287
14057,0.112723
14061,0.112576
14065,0.112429
14069,0.112283
14073,0.112136
14077,0.11199
14081,0.111844
14085,0.111699
14089,0.111553
14093,0.111408
14097,0.111263
14101,0.111118
14105,0.110973
