error,rounds
14109,0.110828
14113,0.110684
14117,0.11054
14121,0.110396
14125,0.110253
14129,0.110109
14133,0.109966
14137,0.109823
14141,0.10968
14145,0.109537
14149,0.109395
14153,0.109253
14157,0.109111
14161,0.108969
14165,0.108827
14169,0.108686
14173,0.108545
14177,0.108404
14181,0.108263
14185,0.108123
14189,0.107982
14193,0.107842
14197,0.107702
14201,0.107562
14205,0.107423
14209,0.107283
14213,0.107144
14217,0.107005
14221,0.106867
14225,0.106728
14229,0.10659
14233,0.106452
14237,0.106314
14241,0.106176
14245,0.106039
14249,0.105902
14253,0.105764
14257,0.105628
14261,0.105491
14265,0.105354
14269,0.105218
14273,0.105082
14277,0.104946
14281,0.104811
14285,0.104675
14289,0.10454
14293,0.104405
14297,0.10427
14301,0.104135
14305,0.104001
14309,0.103867
14313,0.103733
14317,0.103599
14321,0.103465
14325,0.103332
14329,0.103198
14333,0.103065
14337,0.102933
14341,0.1028
14345,0.102667
14349,0.102535
14353,0.102403
14357,0.102271
14361,0.10214
14365,0.102008
14369,0.101877
14373,0.101746
14377,0.101615
14381,0.101485
14385,0.101354
14389,0.101224
14393,0.101094
14397,0.100964
14401,0.100834
14405,0.100705
14409,0.100576
14413,0.100446
14417,0.100318
14421,0.100189
14425,0.10006
14429,0.099932
14433,0.099804
14437,0.099676
14441,0.099548
14445,0.099421
14449,0.099294
14453,0.099167
14457,0.09904
14461,0.098913
14465,0.098786
14469,0.09866
14473,0.098534
14477,0.098408
14481,0.098282
14485,0.098157
14489,0.098031
14493,0.097906
14497,0.097781
14501,0.097656
14505,0.097532
14509,0.097407
14513,0.097283
14517,0.097159
14521,0.097035
14525,0.096912
14529,0.096788
14533,0.096665
14537,0.096542
14541,0.096419
14545,0.096296
14549,0.096174
14553,0.096051
14557,0.095929
14561,0.095807
14565,0.095686
14569,0.095564
14573,0.095443
14577,0.095322
14581,0.095201
14585,0.09508
14589,0.094959
14593,0.094839
14597,0.094719
14601,0.094598
14605,0.094479
14609,0.094359
14613,0.094239
14617,0.09412
14621,0.094001
14625,0.093882
14629,0.093763
14633,0.093645
14637,0.093526
14641,0.093408
14645,0.09329
14649,0.093172
14653,0.093055
14657,0.092937
14661,0.09282
14665,0.092703
14669,0.092586
14673,0.092469
14677,0.092353
14681,0.092237
14685,0.09212
14689,0.092004
14693,0.091889
14697,0.091773
14701,0.091658
14705,0.091542
14709,0.091427
14713,0.091312
14717,0.091198
14721,0.091083
14725,0.090969
14729,0.090855
14733,0.090741
14737,0.090627
14741,0.090513
14745,0.0904
14749,0.090286
14753,0.090173
14757,0.09006
14761,0.089948
14765,0.089835
14769,0.089723
14773,0.089611
14777,0.089499
14781,0.089387
14785,0.089275
14789,0.089163
14793,0.089052
14797,0.088941
14801,0.08883
14805,0.088719
14809,0.088609
14813,0.088498
14817,0.088388
14821,0.088278
14825,0.088168
14829,0.088058
14833,0.087949
14837,0.087839
14841,0.08773
14845,0.087621
14849,0.087512
14853,0.087403
14857,0.087295
14861,0.087187
14865,0.087078
14869,0.08697
14873,0.086863
14877,0.086755
14881,0.086647
14885,0.08654
14889,0.086433
14893,0.086326
14897,0.086219
14901,0.086112
14905,0.086006
14909,0.0859
14913,0.085794
14917,0.085688
14921,0.085582
14925,0.085476
14929,0.085371
14933,0.085265
14937,0.08516
14941,0.085055
14945,0.084951
14949,0.084846
14953,0.084742
14957,0.084637
14961,0.084533
14965,0.084429
14969,0.084325
14973,0.084222
14977,0.084118
14981,0.084015
14985,0.083912
14989,0.083809
14993,0.083706
14997,0.083604
15001,0.083501
15005,0.083399
15009,0.083297
15013,0.083195
15017,0.083093
15021,0.082991
15025,0.08289
15029,0.082789
15033,0.082687
15037,0.082586
15041,0.082486
15045,0.082385
15049,0.082284
15053,0.082184
15057,0.082084
15061,0.081984
15065,0.081884
15069,0.081784
15073,0.081685
15077,0.081585
15081,0.081486
15085,0.081387
15089,0.081288
15093,0.081189
15097,0.081091
15101,0.080992
15105,0.080894
15109,0.080796
15113,0.080698
15117,0.0806
15121,0.080503
15125,0.080405
15129,0.080308
15133,0.080211
15137,0.080114
15141,0.080017
15145,0.07992
15149,0.079824
15153,0.079727
15157,0.079631
15161,0.079535
15165,0.079439
15169,0.079343
15173,0.079248
15177,0.079152
15181,0.079057
15185,0.078962
15189,0.078867
15193,0.078772
15197,0.078677
15201,0.078583
15205,0.078488
15209,0.078394
15213,0.0783
15217,0.078206
15221,0.078112
15225,0.078018
15229,0.077925
15233,0.077832
15237,0.077738
15241,0.077645
15245,0.077553
15249,0.07746
15253,0.077367
15257,0.077275
15261,0.077182
15265,0.07709
15269,0.076998
15273,0.076907
15277,0.076815
15281,0.076723
15285,0.076632
15289,0.076541
15293,0.07645
15297,0.076359
15301,0.076268
15305,0.076177
15309,0.076087
15313,0.075996
15317,0.075906
15321,0.075816
15325,0.075726
15329,0.075636
15333,0.075547
15337,0.075457
15341,0.075368
15345,0.075278
15349,0.075189
15353,0.0751
15357,0.075012
15361,0.074923
15365,0.074835
15369,0.074746
15373,0.074658
15377,0.07457
15381,0.074482
15385,0.074394
15389,0.074307
15393,0.074219
15397,0.074132
15401,0.074045
15405,0.073957
15409,0.07387
15413,0.073784
15417,0.073697
15421,0.073611
15425,0.073524
15429,0.073438
15433,0.073352
15437,0.073266
15441,0.07318
15445,0.073094
15449,0.073009
15453,0.072923
15457,0.072838
15461,0.072753
15465,0.072668
15469,0.072583
15473,0.072498
15477,0.072414
15481,0.072329
15485,0.072245
15489,0.072161
15493,0.072077
15497,0.071993
15501,0.071909
15505,0.071825
15509,0.071742
15513,0.071659
15517,0.071575
15521,0.071492
15525,0.071409
15529,0.071326
15533,0.071244
15537,0.071161
15541,0.071079
15545,0.070996
15549,0.070914
15553,0.070832
15557,0.07075
15561,0.070669
15565,0.070587
15569,0.070505
15573,0.070424
15577,0.070343
15581,0.070262
15585,0.070181
15589,0.0701
15593,0.070019
15597,0.069939
15601,0.069858
15605,0.069778
15609,0.069697
15613,0.069617
15617,0.069537
15621,0.069458
15625,0.069378
15629,0.069298
15633,0.069219
15637,0.06914
15641,0.06906
15645,0.068981
15649,0.068902
15653,0.068824
15657,0.068745
15661,0.068666
15665,0.068588
15669,0.06851
15673,0.068432
15677,0.068353
15681,0.068276
15685,0.068198
15689,0.06812
15693,0.068043
15697,0.067965
15701,0.067888
15705,0.067811
15709,0.067734
15713,0.067657
15717,0.06758
15721,0.067503
15725,0.067427
15729,0.06735
15733,0.067274
15737,0.067198
15741,0.067122
15745,0.067046
15749,0.06697
15753,0.066894
15757,0.066819
15761,0.066743
15765,0.066668
15769,0.066593
15773,0.066517
15777,0.066442
15781,0.066368
15785,0.066293
15789,0.066218
15793,0.066144
15797,0.066069
15801,0.065995
15805,0.065921
15809,0.065847
15813,0.065773
15817,0.065699
15821,0.065626
15825,0.065552
15829,0.065479
15833,0.065405
15837,0.065332
15841,0.065259
15845,0.065186
15849,0.065113
15853,0.06504
15857,0.064968
15861,0.064895
15865,0.064823
15869,0.064751
15873,0.064678
15877,0.064606
15881,0.064534
15885,0.064463
15889,0.064391
15893,0.064319
15897,0.064248
15901,0.064176
15905,0.064105
15909,0.064034
15913,0.063963
15917,0.063892
15921,0.063821
15925,0.063751
15929,0.06368
15933,0.06361
15937,0.063539
15941,0.063469
15945,0.063399
15949,0.063329
15953,0.063259
15957,0.063189
15961,0.06312
15965,0.06305
15969,0.062981
15973,0.062911
15977,0.062842
15981,0.062773
15985,0.062704
15989,0.062635
15993,0.062566
15997,0.062497
16001,0.062429
16005,0.06236
16009,0.062292
16013,0.062224
16017,0.062156
16021,0.062088
16025,0.06202
16029,0.061952
16033,0.061884
16037,0.061817
16041,0.061749
16045,0.061682
16049,0.061614
16053,0.061547
16057,0.06148
16061,0.061413
16065,0.061346
16069,0.06128
16073,0.061213
16077,0.061146
16081,0.06108
16085,0.061014
16089,0.060947
16093,0.060881
16097,0.060815
16101,0.060749
16105,0.060683
16109,0.060618
16113,0.060552
16117,0.060487
16121,0.060421
16125,0.060356
16129,0.060291
16133,0.060226
16137,0.060161
16141,0.060096
16145,0.060031
16149,0.059966
16153,0.059902
16157,0.059837
16161,0.059773
16165,0.059709
16169,0.059644
16173,0.05958
16177,0.059516
16181,0.059452
16185,0.059389
16189,0.059325
16193,0.059261
16197,0.059198
16201,0.059135
16205,0.059071
16209,0.059008
16213,0.058945
16217,0.058882
16221,0.058819
16225,0.058756
16229,0.058694
16233,0.058631
16237,0.058569
16241,0.058506
16245,0.058444
16249,0.058382
16253,0.05832
16257,0.058258
16261,0.058196
16265,0.058134
16269,0.058072
16273,0.058011
16277,0.057949
16281,0.057888
16285,0.057826
16289,0.057765
16293,0.057704
16297,0.057643
16301,0.057582
16305,0.057521
16309,0.05746
16313,0.0574
16317,0.057339
16321,0.057279
16325,0.057218
16329,0.057158
16333,0.057098
16337,0.057038
16341,0.056978
16345,0.056918
16349,0.056858
16353,0.056798
16357,0.056739
16361,0.056679
16365,0.05662
16369,0.05656
16373,0.056501
16377,0.056442
16381,0.056383
16385,0.056324
16389,0.056265
16393,0.056206
16397,0.056147
16401,0.056089
16405,0.05603
16409,0.055972
16413,0.055913
16417,0.055855
16421,0.055797
16425,0.055739
16429,0.055681
16433,0.055623
16437,0.055565
16441,0.055508
16445,0.05545
16449,0.055392
16453,0.055335
16457,0.055278
16461,0.05522
16465,0.055163
16469,0.055106
16473,0.055049
16477,0.054992
16481,0.054935
16485,0.054878
16489,0.054822
16493,0.054765
16497,0.054709
16501,0.054652
16505,0.054596
16509,0.05454
16513,0.054484
16517,0.054428
16521,0.054372
16525,0.054316
16529,0.05426
16533,0.054204
16537,0.054149
16541,0.054093
16545,0.054038
16549,0.053982
16553,0.053927
16557,0.053872
16561,0.053817
16565,0.053762
16569,0.053707
16573,0.053652
16577,0.053597
16581,0.053542
16585,0.053488
16589,0.053433
16593,0.053379
16597,0.053324
16601,0.05327
16605,0.053216
16609,0.053162
16613,0.053108
16617,0.053054
16621,0.053
16625,0.052946
16629,0.052893
16633,0.052839
16637,0.052785
16641,0.052732
16645,0.052679
16649,0.052625
16653,0.052572
16657,0.052519
16661,0.052466
16665,0.052413
16669,0.05236
16673,0.052307
16677,0.052254
16681,0.052202
16685,0.052149
16689,0.052097
16693,0.052044
16697,0.051992
16701,0.05194
16705,0.051888
16709,0.051836
16713,0.051783
16717,0.051732
16721,0.05168
16725,0.051628
16729,0.051576
16733,0.051525
16737,0.051473
16741,0.051422
16745,0.05137
16749,0.051319
16753,0.051268
16757,0.051217
16761,0.051165
16765,0.051114
16769,0.051064
16773,0.051013
16777,0.050962
16781,0.050911
16785,0.050861
16789,0.05081
16793,0.05076
16797,0.050709
16801,0.050659
16805,0.050609
16809,0.050559
16813,0.050508
16817,0.050458
16821,0.050408
16825,0.050359
16829,0.050309
16833,0.050259
16837,0.05021
16841,0.05016
16845,0.05011
16849,0.050061
16853,0.050012
16857,0.049962
16861,0.049913
16865,0.049864
16869,0.049815
16873,0.049766
16877,0.049717
16881,0.049668
16885,0.04962
16889,0.049571
16893,0.049522
16897,0.049474
16901,0.049425
16905,0.049377
16909,0.049329
16913,0.04928
16917,0.049232
16921,0.049184
16925,0.049136
16929,0.049088
16933,0.04904
16937,0.048992
16941,0.048945
16945,0.048897
16949,0.048849
16953,0.048802
16957,0.048755
16961,0.048707
16965,0.04866
16969,0.048613
16973,0.048565
16977,0.048518
16981,0.048471
16985,0.048424
16989,0.048377
16993,0.048331
16997,0.048284
17001,0.048237
17005,0.04819
17009,0.048144
17013,0.048097
17017,0.048051
17021,0.048005
17025,0.047958
17029,0.047912
17033,0.047866
17037,0.04782
17041,0.047774
17045,0.047728
17049,0.047682
17053,0.047636
17057,0.047591
17061,0.047545
17065,0.047499
17069,0.047454
17073,0.047408
17077,0.047363
17081,0.047318
17085,0.047272
17089,0.047227
17093,0.047182
17097,0.047137
17101,0.047092
17105,0.047047
17109,0.047002
17113,0.046957
17117,0.046913
17121,0.046868
17125,0.046823
17129,0.046779
17133,0.046734
17137,0.04669
17141,0.046646
17145,0.046601
17149,0.046557
17153,0.046513
17157,0.046469
17161,0.046425
17165,0.046381
17169,0.046337
17173,0.046293
17177,0.046249
17181,0.046206
17185,0.046162
17189,0.046119
17193,0.046075
17197,0.046032
17201,0.045988
17205,0.045945
17209,0.045902
17213,0.045858
17217,0.045815
17221,0.045772
17225,0.045729
17229,0.045686
17233,0.045643
17237,0.045601
17241,0.045558
17245,0.045515
17249,0.045473
17253,0.04543
17257,0.045387
17261,0.045345
17265,0.045303
17269,0.04526
17273,0.045218
17277,0.045176
17281,0.045134
17285,0.045092
17289,0.04505
17293,0.045008
17297,0.044966
17301,0.044924
17305,0.044882
17309,0.04484
17313,0.044799
17317,0.044757
17321,0.044716
17325,0.044674
17329,0.044633
17333,0.044591
17337,0.04455
17341,0.044509
17345,0.044468
17349,0.044427
17353,0.044386
17357,0.044345
17361,0.044304
17365,0.044263
17369,0.044222
17373,0.044181
17377,0.04414
17381,0.0441
17385,0.044059
17389,0.044019
17393,0.043978
17397,0.043938
17401,0.043897
17405,0.043857
17409,0.043817
17413,0.043777
17417,0.043737
17421,0.043697
17425,0.043657
17429,0.043617
17433,0.043577
17437,0.043537
17441,0.043497
17445,0.043457
17449,0.043418
17453,0.043378
17457,0.043338
17461,0.043299
17465,0.04326
17469,0.04322
17473,0.043181
17477,0.043142
17481,0.043102
17485,0.043063
17489,0.043024
17493,0.042985
17497,0.042946
17501,0.042907
17505,0.042868
17509,0.042829
17513,0.042791
17517,0.042752
17521,0.042713
17525,0.042675
17529,0.042636
17533,0.042597
17537,0.042559
17541,0.042521
17545,0.042482
17549,0.042444
17553,0.042406
17557,0.042368
17561,0.042329
17565,0.042291
17569,0.042253
17573,0.042215
17577,0.042177
17581,0.04214
17585,0.042102
17589,0.042064
17593,0.042026
17597,0.041989
17601,0.041951
17605,0.041914
17609,0.041876
17613,0.041839
17617,0.041801
17621,0.041764
17625,0.041727
17629,0.041689
17633,0.041652
17637,0.041615
17641,0.041578
17645,0.041541
17649,0.041504
17653,0.041467
17657,0.04143
17661,0.041394
17665,0.041357
17669,0.04132
17673,0.041283
17677,0.041247
17681,0.04121
17685,0.041174
17689,0.041137
17693,0.041101
17697,0.041065
17701,0.041028
17705,0.040992
17709,0.040956
17713,0.04092
17717,0.040884
17721,0.040848
17725,0.040812
17729,0.040776
17733,0.04074
17737,0.040704
17741,0.040668
17745,0.040632
17749,0.040597
17753,0.040561
17757,0.040525
17761,0.04049
17765,0.040454
17769,0.040419
17773,0.040383
17777,0.040348
17781,0.040313
17785,0.040278
17789,0.040242
17793,0.040207
17797,0.040172
17801,0.040137
17805,0.040102
17809,0.040067
17813,0.040032
17817,0.039997
17821,0.039962
17825,0.039928
17829,0.039893
17833,0.039858
17837,0.039824
17841,0.039789
17845,0.039754
17849,0.03972
17853,0.039686
17857,0.039651
17861,0.039617
17865,0.039583
17869,0.039548
17873,0.039514
17877,0.03948
17881,0.039446
17885,0.039412
17889,0.039378
17893,0.039344
17897,0.03931
17901,0.039276
17905,0.039242
17909,0.039208
17913,0.039175
17917,0.039141
17921,0.039107
17925,0.039074
17929,0.03904
17933,0.039007
17937,0.038973
17941,0.03894
17945,0.038906
17949,0.038873
17953,0.03884
17957,0.038806
17961,0.038773
17965,0.03874
17969,0.038707
17973,0.038674
17977,0.038641
17981,0.038608
17985,0.038575
17989,0.038542
17993,0.038509
17997,0.038477
18001,0.038444
18005,0.038411
18009,0.038379
18013,0.038346
18017,0.038313
18021,0.038281
18025,0.038248
18029,0.038216
18033,0.038184
18037,0.038151
18041,0.038119
18045,0.038087
18049,0.038054
18053,0.038022
18057,0.03799
18061,0.037958
18065,0.037926
18069,0.037894
18073,0.037862
18077,0.03783
18081,0.037798
18085,0.037766
18089,0.037735
18093,0.037703
18097,0.037671
18101,0.037639
18105,0.037608
18109,0.037576
18113,0.037545
18117,0.037513
18121,0.037482
18125,0.03745
18129,0.037419
18133,0.037388
18137,0.037356
18141,0.037325
18145,0.037294
18149,0.037263
18153,0.037232
18157,0.037201
18161,0.03717
18165,0.037139
18169,0.037108
18173,0.037077
18177,0.037046
18181,0.037015
18185,0.036984
18189,0.036954
18193,0.036923
18197,0.036892
18201,0.036862
18205,0.036831
18209,0.036801
18213,0.03677
18217,0.03674
18221,0.036709
18225,0.036679
18229,0.036648
18233,0.036618
18237,0.036588
18241,0.036558
18245,0.036528
18249,0.036497
18253,0.036467
18257,0.036437
18261,0.036407
18265,0.036377
18269,0.036347
18273,0.036317
18277,0.036288
18281,0.036258
18285,0.036228
18289,0.036198
18293,0.036169
18297,0.036139
18301,0.036109
18305,0.03608
18309,0.03605
18313,0.036021
18317,0.035991
18321,0.035962
18325,0.035932
18329,0.035903
18333,0.035874
18337,0.035844
18341,0.035815
18345,0.035786
18349,0.035757
18353,0.035728
18357,0.035699
18361,0.03567
18365,0.035641
18369,0.035612
18373,0.035583
18377,0.035554
18381,0.035525
18385,0.035496
18389,0.035467
18393,0.035439
18397,0.03541
18401,0.035381
18405,0.035353
18409,0.035324
18413,0.035295
18417,0.035267
18421,0.035239
18425,0.03521
18429,0.035182
18433,0.035153
18437,0.035125
18441,0.035097
18445,0.035068
18449,0.03504
18453,0.035012
18457,0.034984
18461,0.034956
18465,0.034928
18469,0.0349
18473,0.034872
18477,0.034844
18481,0.034816
18485,0.034788
18489,0.03476
18493,0.034732
18497,0.034704
18501,0.034677
18505,0.034649
18509,0.034621
18513,0.034594
18517,0.034566
18521,0.034538
18525,0.034511
18529,0.034483
18533,0.034456
18537,0.034428
18541,0.034401
18545,0.034374
18549,0.034346
18553,0.034319
18557,0.034292
18561,0.034265
18565,0.034237
18569,0.03421
18573,0.034183
18577,0.034156
18581,0.034129
18585,0.034102
18589,0.034075
18593,0.034048
18597,0.034021
18601,0.033994
18605,0.033968
18609,0.033941
18613,0.033914
18617,0.033887
18621,0.033861
18625,0.033834
18629,0.033807
18633,0.033781
18637,0.033754
18641,0.033728
18645,0.033701
18649,0.033675
18653,0.033648
18657,0.033622
18661,0.033595
18665,0.033569
18669,0.033543
18673,0.033516
18677,0.03349
18681,0.033464
18685,0.033438
18689,0.033412
18693,0.033386
18697,0.03336
18701,0.033334
18705,0.033308
18709,0.033282
18713,0.033256
18717,0.03323
18721,0.033204
18725,0.033178
18729,0.033152
18733,0.033127
18737,0.033101
18741,0.033075
18745,0.033049
18749,0.033024
18753,0.032998
18757,0.032973
18761,0.032947
18765,0.032922
18769,0.032896
18773,0.032871
18777,0.032845
18781,0.03282
18785,0.032794
18789,0.032769
18793,0.032744
18797,0.032719
18801,0.032693
18805,0.032668
18809,0.032643
18813,0.032618
18817,0.032593
18821,0.032568
18825,0.032543
18829,0.032518
18833,0.032493
18837,0.032468
18841,0.032443
18845,0.032418
18849,0.032393
18853,0.032368
18857,0.032344
18861,0.032319
18865,0.032294
18869,0.032269
18873,0.032245
18877,0.03222
18881,0.032196
18885,0.032171
18889,0.032146
18893,0.032122
18897,0.032097
18901,0.032073
18905,0.032049
18909,0.032024
18913,0.032
18917,0.031976
18921,0.031951
18925,0.031927
18929,0.031903
18933,0.031879
18937,0.031854
18941,0.03183
18945,0.031806
18949,0.031782
18953,0.031758
18957,0.031734
18961,0.03171
18965,0.031686
18969,0.031662
18973,0.031638
18977,0.031614
18981,0.03159
18985,0.031567
18989,0.031543
18993,0.031519
18997,0.031495
19001,0.031472
19005,0.031448
19009,0.031424
19013,0.031401
19017,0.031377
19021,0.031354
19025,0.03133
19029,0.031306
19033,0.031283
19037,0.03126
19041,0.031236
19045,0.031213
19049,0.031189
19053,0.031166
19057,0.031143
19061,0.03112
19065,0.031096
19069,0.031073
19073,0.03105
19077,0.031027
19081,0.031004
19085,0.030981
19089,0.030957
19093,0.030934
19097,0.030911
19101,0.030888
19105,0.030865
19109,0.030843
19113,0.03082
19117,0.030797
19121,0.030774
19125,0.030751
19129,0.030728
19133,0.030706
19137,0.030683
19141,0.03066
19145,0.030637
19149,0.030615
19153,0.030592
19157,0.03057
19161,0.030547
19165,0.030524
19169,0.030502
19173,0.030479
19177,0.030457
19181,0.030434
19185,0.030412
19189,0.03039
19193,0.030367
19197,0.030345
19201,0.030323
19205,0.0303
19209,0.030278
19213,0.030256
19217,0.030234
19221,0.030212
19225,0.030189
19229,0.030167
19233,0.030145
19237,0.030123
19241,0.030101
19245,0.030079
19249,0.030057
19253,0.030035
19257,0.030013
19261,0.029991
19265,0.02997
19269,0.029948
19273,0.029926
19277,0.029904
19281,0.029882
19285,0.029861
19289,0.029839
19293,0.029817
19297,0.029796
19301,0.029774
19305,0.029752
19309,0.029731
19313,0.029709
19317,0.029688
19321,0.029666
19325,0.029645
19329,0.029623
19333,0.029602
19337,0.02958
19341,0.029559
19345,0.029538
19349,0.029516
19353,0.029495
19357,0.029474
19361,0.029452
19365,0.029431
19369,0.02941
19373,0.029389
19377,0.029368
19381,0.029346
19385,0.029325
19389,0.029304
19393,0.029283
19397,0.029262
19401,0.029241
19405,0.02922
19409,0.029199
19413,0.029178
19417,0.029157
19421,0.029137
19425,0.029116
19429,0.029095
19433,0.029074
19437,0.029053
19441,0.029032
19445,0.029012
19449,0.028991
19453,0.02897
19457,0.02895
19461,0.028929
19465,0.028908
19469,0.028888
19473,0.028867
19477,0.028847
19481,0.028826
19485,0.028806
19489,0.028785
19493,0.028765
19497,0.028744
19501,0.028724
19505,0.028704
19509,0.028683
19513,0.028663
19517,0.028643
19521,0.028622
19525,0.028602
19529,0.028582
19533,0.028562
19537,0.028542
19541,0.028521
19545,0.028501
19549,0.028481
19553,0.028461
19557,0.028441
19561,0.028421
19565,0.028401
19569,0.028381
19573,0.028361
19577,0.028341
19581,0.028321
19585,0.028301
19589,0.028281
19593,0.028261
19597,0.028242
19601,0.028222
19605,0.028202
19609,0.028182
19613,0.028163
19617,0.028143
19621,0.028123
19625,0.028103
19629,0.028084
19633,0.028064
19637,0.028045
19641,0.028025
19645,0.028005
19649,0.027986
19653,0.027966
19657,0.027947
19661,0.027927
19665,0.027908
19669,0.027889
19673,0.027869
19677,0.02785
19681,0.02783
19685,0.027811
19689,0.027792
19693,0.027773
19697,0.027753
19701,0.027734
19705,0.027715
19709,0.027696
19713,0.027676
19717,0.027657
19721,0.027638
19725,0.027619
19729,0.0276
19733,0.027581
19737,0.027562
19741,0.027543
19745,0.027524
19749,0.027505
19753,0.027486
19757,0.027467
19761,0.027448
19765,0.027429
19769,0.02741
19773,0.027391
19777,0.027373
19781,0.027354
19785,0.027335
19789,0.027316
19793,0.027297
19797,0.027279
19801,0.02726
19805,0.027241
19809,0.027223
19813,0.027204
19817,0.027185
19821,0.027167
19825,0.027148
19829,0.02713
19833,0.027111
19837,0.027093
19841,0.027074
19845,0.027056
19849,0.027037
19853,0.027019
19857,0.027
19861,0.026982
19865,0.026964
19869,0.026945
19873,0.026927
19877,0.026909
19881,0.02689
19885,0.026872
19889,0.026854
19893,0.026836
19897,0.026818
19901,0.026799
19905,0.026781
19909,0.026763
19913,0.026745
19917,0.026727
19921,0.026709
19925,0.026691
19929,0.026673
19933,0.026655
19937,0.026637
19941,0.026619
19945,0.026601
19949,0.026583
19953,0.026565
19957,0.026547
19961,0.026529
19965,0.026511
19969,0.026493
19973,0.026476
19977,0.026458
19981,0.02644
19985,0.026422
19989,0.026405
19993,0.026387
19997,0.026369
20001,0.026352
20005,0.026334
20009,0.026316
20013,0.026299
20017,0.026281
20021,0.026263
20025,0.026246
20029,0.026228
20033,0.026211
20037,0.026193
20041,0.026176
20045,0.026158
20049,0.026141
20053,0.026124
20057,0.026106
20061,0.026089
20065,0.026071
20069,0.026054
20073,0.026037
20077,0.026019
20081,0.026002
20085,0.025985
20089,0.025968
20093,0.02595
20097,0.025933
20101,0.025916
20105,0.025899
20109,0.025882
20113,0.025865
20117,0.025847
20121,0.02583
20125,0.025813
20129,0.025796
20133,0.025779
20137,0.025762
20141,0.025745
20145,0.025728
20149,0.025711
20153,0.025694
20157,0.025677
20161,0.02566
20165,0.025644
20169,0.025627
20173,0.02561
20177,0.025593
20181,0.025576
20185,0.025559
20189,0.025543
20193,0.025526
20197,0.025509
20201,0.025492
20205,0.025476
20209,0.025459
20213,0.025442
20217,0.025426
20221,0.025409
20225,0.025392
20229,0.025376
20233,0.025359
20237,0.025343
20241,0.025326
20245,0.02531
20249,0.025293
20253,0.025277
20257,0.02526
20261,0.025244
20265,0.025227
20269,0.025211
20273,0.025195
20277,0.025178
20281,0.025162
20285,0.025145
20289,0.025129
20293,0.025113
20297,0.025097
20301,0.02508
20305,0.025064
20309,0.025048
20313,0.025032
20317,0.025015
20321,0.024999
20325,0.024983
20329,0.024967
20333,0.024951
20337,0.024935
20341,0.024919
20345,0.024902
20349,0.024886
20353,0.02487
20357,0.024854
20361,0.024838
20365,0.024822
20369,0.024806
20373,0.02479
20377,0.024774
20381,0.024759
20385,0.024743
20389,0.024727
20393,0.024711
20397,0.024695
20401,0.024679
20405,0.024663
20409,0.024648
20413,0.024632
20417,0.024616
20421,0.0246
20425,0.024585
20429,0.024569
20433,0.024553
20437,0.024537
20441,0.024522
20445,0.024506
20449,0.024491
20453,0.024475
20457,0.024459
20461,0.024444
20465,0.024428
20469,0.024413
20473,0.024397
20477,0.024382
20481,0.024366
20485,0.024351
20489,0.024335
20493,0.02432
20497,0.024304
20501,0.024289
20505,0.024273
20509,0.024258
20513,0.024243
20517,0.024227
20521,0.024212
20525,0.024197
20529,0.024181
20533,0.024166
20537,0.024151
20541,0.024136
20545,0.02412
20549,0.024105
20553,0.02409
20557,0.024075
20561,0.024059
20565,0.024044
20569,0.024029
20573,0.024014
20577,0.023999
20581,0.023984
20585,0.023969
20589,0.023954
20593,0.023939
20597,0.023924
20601,0.023909
20605,0.023894
20609,0.023879
20613,0.023864
20617,0.023849
20621,0.023834
20625,0.023819
20629,0.023804
20633,0.023789
20637,0.023774
20641,0.023759
20645,0.023745
20649,0.02373
20653,0.023715
20657,0.0237
20661,0.023685
20665,0.023671
20669,0.023656
20673,0.023641
20677,0.023626
20681,0.023612
20685,0.023597
20689,0.023582
20693,0.023568
20697,0.023553
20701,0.023538
20705,0.023524
20709,0.023509
20713,0.023495
20717,0.02348
20721,0.023466
20725,0.023451
20729,0.023436
20733,0.023422
20737,0.023408
20741,0.023393
20745,0.023379
20749,0.023364
20753,0.02335
20757,0.023335
20761,0.023321
20765,0.023307
20769,0.023292
20773,0.023278
20777,0.023263
20781,0.023249
20785,0.023235
20789,0.023221
20793,0.023206
20797,0.023192
20801,0.023178
20805,0.023164
20809,0.023149
20813,0.023135
20817,0.023121
20821,0.023107
20825,0.023093
20829,0.023078
20833,0.023064
20837,0.02305
20841,0.023036
20845,0.023022
20849,0.023008
20853,0.022994
20857,0.02298
20861,0.022966
20865,0.022952
20869,0.022938
20873,0.022924
20877,0.02291
20881,0.022896
20885,0.022882
20889,0.022868
20893,0.022854
20897,0.02284
20901,0.022826
20905,0.022812
20909,0.022799
20913,0.022785
20917,0.022771
20921,0.022757
20925,0.022743
20929,0.02273
20933,0.022716
20937,0.022702
20941,0.022688
20945,0.022675
20949,0.022661
20953,0.022647
20957,0.022633
20961,0.02262
20965,0.022606
20969,0.022593
20973,0.022579
20977,0.022565
20981,0.022552
20985,0.022538
20989,0.022525
20993,0.022511
20997,0.022497
21001,0.022484
21005,0.02247
21009,0.022457
21013,0.022443
21017,0.02243
21021,0.022416
21025,0.022403
21029,0.02239
21033,0.022376
21037,0.022363
21041,0.022349
21045,0.022336
21049,0.022323
21053,0.022309
21057,0.022296
21061,0.022283
21065,0.022269
21069,0.022256
21073,0.022243
21077,0.022229
21081,0.022216
21085,0.022203
21089,0.02219
21093,0.022176
21097,0.022163
21101,0.02215
